,Game,Watch time (hrs),Stream time (hrs),Peak viewers,Peak channels,Streamers,Average viewers,Average channels,Average viewer ratio,Year,publisher,release_date_x,Platform,Genre,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,metascore,userscore,year,metascore_binned
729,Overwatch,86879494.0,4216536.0,1459249,2725,324662,9918,481,20.6,2022,Blizzard Entertainment,2016-05-24,PC,Shooter,0.22,0.18,0.0,0.04,0.43,73.0,60.0,2019.0,Good
730,Overwatch,86879494.0,4216536.0,1459249,2725,324662,9918,481,20.6,2022,Blizzard Entertainment,2016-05-24,PC,Shooter,0.22,0.18,0.0,0.04,0.43,91.0,59.0,2016.0,Excellent
731,Overwatch,86879494.0,4216536.0,1459249,2725,324662,9918,481,20.6,2022,Blizzard Entertainment,2016-05-24,PC,Shooter,0.22,0.18,0.0,0.04,0.43,91.0,64.0,2016.0,Excellent
732,Overwatch,86879494.0,4216536.0,1459249,2725,324662,9918,481,20.6,2022,Blizzard Entertainment,2016-05-24,PC,Shooter,0.22,0.18,0.0,0.04,0.43,90.0,64.0,2016.0,Great
733,Overwatch,86879494.0,4216536.0,1459249,2725,324662,9918,481,20.6,2022,Blizzard Entertainment,2019-10-15,PS4,Shooter,0.64,0.68,0.14,0.26,1.73,73.0,60.0,2019.0,Good
734,Overwatch,86879494.0,4216536.0,1459249,2725,324662,9918,481,20.6,2022,Blizzard Entertainment,2019-10-15,PS4,Shooter,0.64,0.68,0.14,0.26,1.73,91.0,59.0,2016.0,Excellent
735,Overwatch,86879494.0,4216536.0,1459249,2725,324662,9918,481,20.6,2022,Blizzard Entertainment,2019-10-15,PS4,Shooter,0.64,0.68,0.14,0.26,1.73,91.0,64.0,2016.0,Excellent
736,Overwatch,86879494.0,4216536.0,1459249,2725,324662,9918,481,20.6,2022,Blizzard Entertainment,2019-10-15,PS4,Shooter,0.64,0.68,0.14,0.26,1.73,90.0,64.0,2016.0,Great
737,Overwatch,86879494.0,4216536.0,1459249,2725,324662,9918,481,20.6,2022,Blizzard Entertainment,2019-10-15,XOne,Shooter,0.52,0.25,0.0,0.08,0.85,73.0,60.0,2019.0,Good
738,Overwatch,86879494.0,4216536.0,1459249,2725,324662,9918,481,20.6,2022,Blizzard Entertainment,2019-10-15,XOne,Shooter,0.52,0.25,0.0,0.08,0.85,91.0,59.0,2016.0,Excellent
739,Overwatch,86879494.0,4216536.0,1459249,2725,324662,9918,481,20.6,2022,Blizzard Entertainment,2019-10-15,XOne,Shooter,0.52,0.25,0.0,0.08,0.85,91.0,64.0,2016.0,Excellent
740,Overwatch,86879494.0,4216536.0,1459249,2725,324662,9918,481,20.6,2022,Blizzard Entertainment,2019-10-15,XOne,Shooter,0.52,0.25,0.0,0.08,0.85,90.0,64.0,2016.0,Great
741,Overwatch,86879494.0,4216536.0,1459249,2725,324662,9918,481,20.6,2022,Blizzard Entertainment,2019-10-15,PC,Shooter,0.22,0.18,0.0,0.04,0.43,73.0,60.0,2019.0,Good
742,Overwatch,86879494.0,4216536.0,1459249,2725,324662,9918,481,20.6,2022,Blizzard Entertainment,2019-10-15,PC,Shooter,0.22,0.18,0.0,0.04,0.43,91.0,59.0,2016.0,Excellent
743,Overwatch,86879494.0,4216536.0,1459249,2725,324662,9918,481,20.6,2022,Blizzard Entertainment,2019-10-15,PC,Shooter,0.22,0.18,0.0,0.04,0.43,91.0,64.0,2016.0,Excellent
744,Overwatch,86879494.0,4216536.0,1459249,2725,324662,9918,481,20.6,2022,Blizzard Entertainment,2019-10-15,PC,Shooter,0.22,0.18,0.0,0.04,0.43,90.0,64.0,2016.0,Great
745,World of Tanks,85350659.0,1614010.0,68851,635,74067,9744,184,52.88,2022,Wargaming.net,2011-04-12,PC,Shooter,0.0,0.23,0.0,0.06,0.29,80.0,34.0,2011.0,Good
746,World of Tanks,85350659.0,1614010.0,68851,635,74067,9744,184,52.88,2022,Wargaming.net,2011-04-12,PC,Shooter,0.0,0.23,0.0,0.06,0.29,72.74148256587704,54.0,2014.0,Good
747,World of Tanks,85350659.0,1614010.0,68851,635,74067,9744,184,52.88,2022,Wargaming.net,2011-04-12,PC,Shooter,0.0,0.23,0.0,0.06,0.29,80.0,49.0,2016.0,Good
748,World of Tanks,85350659.0,1614010.0,68851,635,74067,9744,184,52.88,2022,Wargaming.net,2011-04-12,PC,Shooter,0.0,0.23,0.0,0.06,0.29,76.0,53.0,2015.0,Good
749,World of Tanks,85350659.0,1614010.0,68851,635,74067,9744,184,52.88,2022,Wargaming.net,2011-04-12,X360,Shooter,0.0,0.03,0.0,0.0,0.04,80.0,34.0,2011.0,Good
750,World of Tanks,85350659.0,1614010.0,68851,635,74067,9744,184,52.88,2022,Wargaming.net,2011-04-12,X360,Shooter,0.0,0.03,0.0,0.0,0.04,72.74148256587704,54.0,2014.0,Good
751,World of Tanks,85350659.0,1614010.0,68851,635,74067,9744,184,52.88,2022,Wargaming.net,2011-04-12,X360,Shooter,0.0,0.03,0.0,0.0,0.04,80.0,49.0,2016.0,Good
752,World of Tanks,85350659.0,1614010.0,68851,635,74067,9744,184,52.88,2022,Wargaming.net,2011-04-12,X360,Shooter,0.0,0.03,0.0,0.0,0.04,76.0,53.0,2015.0,Good
753,World of Tanks,85350659.0,1614010.0,68851,635,74067,9744,184,52.88,2022,Wargaming.net,2014-02-12,PC,Shooter,0.0,0.23,0.0,0.06,0.29,80.0,34.0,2011.0,Good
754,World of Tanks,85350659.0,1614010.0,68851,635,74067,9744,184,52.88,2022,Wargaming.net,2014-02-12,PC,Shooter,0.0,0.23,0.0,0.06,0.29,72.74148256587704,54.0,2014.0,Good
755,World of Tanks,85350659.0,1614010.0,68851,635,74067,9744,184,52.88,2022,Wargaming.net,2014-02-12,PC,Shooter,0.0,0.23,0.0,0.06,0.29,80.0,49.0,2016.0,Good
756,World of Tanks,85350659.0,1614010.0,68851,635,74067,9744,184,52.88,2022,Wargaming.net,2014-02-12,PC,Shooter,0.0,0.23,0.0,0.06,0.29,76.0,53.0,2015.0,Good
757,World of Tanks,85350659.0,1614010.0,68851,635,74067,9744,184,52.88,2022,Wargaming.net,2014-02-12,X360,Shooter,0.0,0.03,0.0,0.0,0.04,80.0,34.0,2011.0,Good
758,World of Tanks,85350659.0,1614010.0,68851,635,74067,9744,184,52.88,2022,Wargaming.net,2014-02-12,X360,Shooter,0.0,0.03,0.0,0.0,0.04,72.74148256587704,54.0,2014.0,Good
759,World of Tanks,85350659.0,1614010.0,68851,635,74067,9744,184,52.88,2022,Wargaming.net,2014-02-12,X360,Shooter,0.0,0.03,0.0,0.0,0.04,80.0,49.0,2016.0,Good
760,World of Tanks,85350659.0,1614010.0,68851,635,74067,9744,184,52.88,2022,Wargaming.net,2014-02-12,X360,Shooter,0.0,0.03,0.0,0.0,0.04,76.0,53.0,2015.0,Good
778,Grand Theft Auto V,1874989023.0,25465235.0,1154832,7043,1133175,214064,2907,73.63,2021,Rockstar Games,2013-09-17,PS3,Action,7.01,9.27,0.97,4.14,21.4,97.0,83.0,2013.0,Excellent
779,Grand Theft Auto V,1874989023.0,25465235.0,1154832,7043,1133175,214064,2907,73.63,2021,Rockstar Games,2013-09-17,PS3,Action,7.01,9.27,0.97,4.14,21.4,81.0,27.0,2022.0,Great
781,Grand Theft Auto V,1874989023.0,25465235.0,1154832,7043,1133175,214064,2907,73.63,2021,Rockstar Games,2013-09-17,PS3,Action,7.01,9.27,0.97,4.14,21.4,97.0,83.0,2014.0,Excellent
782,Grand Theft Auto V,1874989023.0,25465235.0,1154832,7043,1133175,214064,2907,73.63,2021,Rockstar Games,2013-09-17,PS3,Action,7.01,9.27,0.97,4.14,21.4,79.0,37.0,2022.0,Good
783,Grand Theft Auto V,1874989023.0,25465235.0,1154832,7043,1133175,214064,2907,73.63,2021,Rockstar Games,2013-09-17,PS3,Action,7.01,9.27,0.97,4.14,21.4,97.0,79.0,2014.0,Excellent
784,Grand Theft Auto V,1874989023.0,25465235.0,1154832,7043,1133175,214064,2907,73.63,2021,Rockstar Games,2013-09-17,PS3,Action,7.01,9.27,0.97,4.14,21.4,96.0,78.0,2015.0,Excellent
785,Grand Theft Auto V,1874989023.0,25465235.0,1154832,7043,1133175,214064,2907,73.63,2021,Rockstar Games,2013-09-17,X360,Action,9.63,5.31,0.06,1.38,16.38,97.0,83.0,2013.0,Excellent
786,Grand Theft Auto V,1874989023.0,25465235.0,1154832,7043,1133175,214064,2907,73.63,2021,Rockstar Games,2013-09-17,X360,Action,9.63,5.31,0.06,1.38,16.38,81.0,27.0,2022.0,Great
788,Grand Theft Auto V,1874989023.0,25465235.0,1154832,7043,1133175,214064,2907,73.63,2021,Rockstar Games,2013-09-17,X360,Action,9.63,5.31,0.06,1.38,16.38,97.0,83.0,2014.0,Excellent
789,Grand Theft Auto V,1874989023.0,25465235.0,1154832,7043,1133175,214064,2907,73.63,2021,Rockstar Games,2013-09-17,X360,Action,9.63,5.31,0.06,1.38,16.38,79.0,37.0,2022.0,Good
790,Grand Theft Auto V,1874989023.0,25465235.0,1154832,7043,1133175,214064,2907,73.63,2021,Rockstar Games,2013-09-17,X360,Action,9.63,5.31,0.06,1.38,16.38,97.0,79.0,2014.0,Excellent
791,Grand Theft Auto V,1874989023.0,25465235.0,1154832,7043,1133175,214064,2907,73.63,2021,Rockstar Games,2013-09-17,X360,Action,9.63,5.31,0.06,1.38,16.38,96.0,78.0,2015.0,Excellent
792,Grand Theft Auto V,1874989023.0,25465235.0,1154832,7043,1133175,214064,2907,73.63,2021,Rockstar Games,2013-09-17,PS4,Action,3.8,5.81,0.36,2.02,11.98,97.0,83.0,2013.0,Excellent
793,Grand Theft Auto V,1874989023.0,25465235.0,1154832,7043,1133175,214064,2907,73.63,2021,Rockstar Games,2013-09-17,PS4,Action,3.8,5.81,0.36,2.02,11.98,81.0,27.0,2022.0,Great
795,Grand Theft Auto V,1874989023.0,25465235.0,1154832,7043,1133175,214064,2907,73.63,2021,Rockstar Games,2013-09-17,PS4,Action,3.8,5.81,0.36,2.02,11.98,97.0,83.0,2014.0,Excellent
796,Grand Theft Auto V,1874989023.0,25465235.0,1154832,7043,1133175,214064,2907,73.63,2021,Rockstar Games,2013-09-17,PS4,Action,3.8,5.81,0.36,2.02,11.98,79.0,37.0,2022.0,Good
797,Grand Theft Auto V,1874989023.0,25465235.0,1154832,7043,1133175,214064,2907,73.63,2021,Rockstar Games,2013-09-17,PS4,Action,3.8,5.81,0.36,2.02,11.98,97.0,79.0,2014.0,Excellent
798,Grand Theft Auto V,1874989023.0,25465235.0,1154832,7043,1133175,214064,2907,73.63,2021,Rockstar Games,2013-09-17,PS4,Action,3.8,5.81,0.36,2.02,11.98,96.0,78.0,2015.0,Excellent
799,Grand Theft Auto V,1874989023.0,25465235.0,1154832,7043,1133175,214064,2907,73.63,2021,Rockstar Games,2013-09-17,XOne,Action,2.66,2.01,0.0,0.41,5.08,97.0,83.0,2013.0,Excellent
800,Grand Theft Auto V,1874989023.0,25465235.0,1154832,7043,1133175,214064,2907,73.63,2021,Rockstar Games,2013-09-17,XOne,Action,2.66,2.01,0.0,0.41,5.08,81.0,27.0,2022.0,Great
802,Grand Theft Auto V,1874989023.0,25465235.0,1154832,7043,1133175,214064,2907,73.63,2021,Rockstar Games,2013-09-17,XOne,Action,2.66,2.01,0.0,0.41,5.08,97.0,83.0,2014.0,Excellent
803,Grand Theft Auto V,1874989023.0,25465235.0,1154832,7043,1133175,214064,2907,73.63,2021,Rockstar Games,2013-09-17,XOne,Action,2.66,2.01,0.0,0.41,5.08,79.0,37.0,2022.0,Good
804,Grand Theft Auto V,1874989023.0,25465235.0,1154832,7043,1133175,214064,2907,73.63,2021,Rockstar Games,2013-09-17,XOne,Action,2.66,2.01,0.0,0.41,5.08,97.0,79.0,2014.0,Excellent
805,Grand Theft Auto V,1874989023.0,25465235.0,1154832,7043,1133175,214064,2907,73.63,2021,Rockstar Games,2013-09-17,XOne,Action,2.66,2.01,0.0,0.41,5.08,96.0,78.0,2015.0,Excellent
806,Grand Theft Auto V,1874989023.0,25465235.0,1154832,7043,1133175,214064,2907,73.63,2021,Rockstar Games,2013-09-17,PC,Action,0.36,0.64,0.0,0.08,1.08,97.0,83.0,2013.0,Excellent
807,Grand Theft Auto V,1874989023.0,25465235.0,1154832,7043,1133175,214064,2907,73.63,2021,Rockstar Games,2013-09-17,PC,Action,0.36,0.64,0.0,0.08,1.08,81.0,27.0,2022.0,Great
809,Grand Theft Auto V,1874989023.0,25465235.0,1154832,7043,1133175,214064,2907,73.63,2021,Rockstar Games,2013-09-17,PC,Action,0.36,0.64,0.0,0.08,1.08,97.0,83.0,2014.0,Excellent
810,Grand Theft Auto V,1874989023.0,25465235.0,1154832,7043,1133175,214064,2907,73.63,2021,Rockstar Games,2013-09-17,PC,Action,0.36,0.64,0.0,0.08,1.08,79.0,37.0,2022.0,Good
811,Grand Theft Auto V,1874989023.0,25465235.0,1154832,7043,1133175,214064,2907,73.63,2021,Rockstar Games,2013-09-17,PC,Action,0.36,0.64,0.0,0.08,1.08,97.0,79.0,2014.0,Excellent
812,Grand Theft Auto V,1874989023.0,25465235.0,1154832,7043,1133175,214064,2907,73.63,2021,Rockstar Games,2013-09-17,PC,Action,0.36,0.64,0.0,0.08,1.08,96.0,78.0,2015.0,Excellent
813,Grand Theft Auto V,1874989023.0,25465235.0,1154832,7043,1133175,214064,2907,73.63,2021,Rockstar Games,2015-04-14,PS3,Action,7.01,9.27,0.97,4.14,21.4,97.0,83.0,2013.0,Excellent
814,Grand Theft Auto V,1874989023.0,25465235.0,1154832,7043,1133175,214064,2907,73.63,2021,Rockstar Games,2015-04-14,PS3,Action,7.01,9.27,0.97,4.14,21.4,81.0,27.0,2022.0,Great
816,Grand Theft Auto V,1874989023.0,25465235.0,1154832,7043,1133175,214064,2907,73.63,2021,Rockstar Games,2015-04-14,PS3,Action,7.01,9.27,0.97,4.14,21.4,97.0,83.0,2014.0,Excellent
817,Grand Theft Auto V,1874989023.0,25465235.0,1154832,7043,1133175,214064,2907,73.63,2021,Rockstar Games,2015-04-14,PS3,Action,7.01,9.27,0.97,4.14,21.4,79.0,37.0,2022.0,Good
818,Grand Theft Auto V,1874989023.0,25465235.0,1154832,7043,1133175,214064,2907,73.63,2021,Rockstar Games,2015-04-14,PS3,Action,7.01,9.27,0.97,4.14,21.4,97.0,79.0,2014.0,Excellent
819,Grand Theft Auto V,1874989023.0,25465235.0,1154832,7043,1133175,214064,2907,73.63,2021,Rockstar Games,2015-04-14,PS3,Action,7.01,9.27,0.97,4.14,21.4,96.0,78.0,2015.0,Excellent
820,Grand Theft Auto V,1874989023.0,25465235.0,1154832,7043,1133175,214064,2907,73.63,2021,Rockstar Games,2015-04-14,X360,Action,9.63,5.31,0.06,1.38,16.38,97.0,83.0,2013.0,Excellent
821,Grand Theft Auto V,1874989023.0,25465235.0,1154832,7043,1133175,214064,2907,73.63,2021,Rockstar Games,2015-04-14,X360,Action,9.63,5.31,0.06,1.38,16.38,81.0,27.0,2022.0,Great
823,Grand Theft Auto V,1874989023.0,25465235.0,1154832,7043,1133175,214064,2907,73.63,2021,Rockstar Games,2015-04-14,X360,Action,9.63,5.31,0.06,1.38,16.38,97.0,83.0,2014.0,Excellent
824,Grand Theft Auto V,1874989023.0,25465235.0,1154832,7043,1133175,214064,2907,73.63,2021,Rockstar Games,2015-04-14,X360,Action,9.63,5.31,0.06,1.38,16.38,79.0,37.0,2022.0,Good
825,Grand Theft Auto V,1874989023.0,25465235.0,1154832,7043,1133175,214064,2907,73.63,2021,Rockstar Games,2015-04-14,X360,Action,9.63,5.31,0.06,1.38,16.38,97.0,79.0,2014.0,Excellent
826,Grand Theft Auto V,1874989023.0,25465235.0,1154832,7043,1133175,214064,2907,73.63,2021,Rockstar Games,2015-04-14,X360,Action,9.63,5.31,0.06,1.38,16.38,96.0,78.0,2015.0,Excellent
827,Grand Theft Auto V,1874989023.0,25465235.0,1154832,7043,1133175,214064,2907,73.63,2021,Rockstar Games,2015-04-14,PS4,Action,3.8,5.81,0.36,2.02,11.98,97.0,83.0,2013.0,Excellent
828,Grand Theft Auto V,1874989023.0,25465235.0,1154832,7043,1133175,214064,2907,73.63,2021,Rockstar Games,2015-04-14,PS4,Action,3.8,5.81,0.36,2.02,11.98,81.0,27.0,2022.0,Great
830,Grand Theft Auto V,1874989023.0,25465235.0,1154832,7043,1133175,214064,2907,73.63,2021,Rockstar Games,2015-04-14,PS4,Action,3.8,5.81,0.36,2.02,11.98,97.0,83.0,2014.0,Excellent
831,Grand Theft Auto V,1874989023.0,25465235.0,1154832,7043,1133175,214064,2907,73.63,2021,Rockstar Games,2015-04-14,PS4,Action,3.8,5.81,0.36,2.02,11.98,79.0,37.0,2022.0,Good
832,Grand Theft Auto V,1874989023.0,25465235.0,1154832,7043,1133175,214064,2907,73.63,2021,Rockstar Games,2015-04-14,PS4,Action,3.8,5.81,0.36,2.02,11.98,97.0,79.0,2014.0,Excellent
833,Grand Theft Auto V,1874989023.0,25465235.0,1154832,7043,1133175,214064,2907,73.63,2021,Rockstar Games,2015-04-14,PS4,Action,3.8,5.81,0.36,2.02,11.98,96.0,78.0,2015.0,Excellent
834,Grand Theft Auto V,1874989023.0,25465235.0,1154832,7043,1133175,214064,2907,73.63,2021,Rockstar Games,2015-04-14,XOne,Action,2.66,2.01,0.0,0.41,5.08,97.0,83.0,2013.0,Excellent
835,Grand Theft Auto V,1874989023.0,25465235.0,1154832,7043,1133175,214064,2907,73.63,2021,Rockstar Games,2015-04-14,XOne,Action,2.66,2.01,0.0,0.41,5.08,81.0,27.0,2022.0,Great
837,Grand Theft Auto V,1874989023.0,25465235.0,1154832,7043,1133175,214064,2907,73.63,2021,Rockstar Games,2015-04-14,XOne,Action,2.66,2.01,0.0,0.41,5.08,97.0,83.0,2014.0,Excellent
838,Grand Theft Auto V,1874989023.0,25465235.0,1154832,7043,1133175,214064,2907,73.63,2021,Rockstar Games,2015-04-14,XOne,Action,2.66,2.01,0.0,0.41,5.08,79.0,37.0,2022.0,Good
839,Grand Theft Auto V,1874989023.0,25465235.0,1154832,7043,1133175,214064,2907,73.63,2021,Rockstar Games,2015-04-14,XOne,Action,2.66,2.01,0.0,0.41,5.08,97.0,79.0,2014.0,Excellent
840,Grand Theft Auto V,1874989023.0,25465235.0,1154832,7043,1133175,214064,2907,73.63,2021,Rockstar Games,2015-04-14,XOne,Action,2.66,2.01,0.0,0.41,5.08,96.0,78.0,2015.0,Excellent
841,Grand Theft Auto V,1874989023.0,25465235.0,1154832,7043,1133175,214064,2907,73.63,2021,Rockstar Games,2015-04-14,PC,Action,0.36,0.64,0.0,0.08,1.08,97.0,83.0,2013.0,Excellent
842,Grand Theft Auto V,1874989023.0,25465235.0,1154832,7043,1133175,214064,2907,73.63,2021,Rockstar Games,2015-04-14,PC,Action,0.36,0.64,0.0,0.08,1.08,81.0,27.0,2022.0,Great
844,Grand Theft Auto V,1874989023.0,25465235.0,1154832,7043,1133175,214064,2907,73.63,2021,Rockstar Games,2015-04-14,PC,Action,0.36,0.64,0.0,0.08,1.08,97.0,83.0,2014.0,Excellent
845,Grand Theft Auto V,1874989023.0,25465235.0,1154832,7043,1133175,214064,2907,73.63,2021,Rockstar Games,2015-04-14,PC,Action,0.36,0.64,0.0,0.08,1.08,79.0,37.0,2022.0,Good
846,Grand Theft Auto V,1874989023.0,25465235.0,1154832,7043,1133175,214064,2907,73.63,2021,Rockstar Games,2015-04-14,PC,Action,0.36,0.64,0.0,0.08,1.08,97.0,79.0,2014.0,Excellent
847,Grand Theft Auto V,1874989023.0,25465235.0,1154832,7043,1133175,214064,2907,73.63,2021,Rockstar Games,2015-04-14,PC,Action,0.36,0.64,0.0,0.08,1.08,96.0,78.0,2015.0,Excellent
848,Grand Theft Auto V,1874989023.0,25465235.0,1154832,7043,1133175,214064,2907,73.63,2021,Rockstar Games,2014-11-18,PS3,Action,7.01,9.27,0.97,4.14,21.4,97.0,83.0,2013.0,Excellent
849,Grand Theft Auto V,1874989023.0,25465235.0,1154832,7043,1133175,214064,2907,73.63,2021,Rockstar Games,2014-11-18,PS3,Action,7.01,9.27,0.97,4.14,21.4,81.0,27.0,2022.0,Great
851,Grand Theft Auto V,1874989023.0,25465235.0,1154832,7043,1133175,214064,2907,73.63,2021,Rockstar Games,2014-11-18,PS3,Action,7.01,9.27,0.97,4.14,21.4,97.0,83.0,2014.0,Excellent
852,Grand Theft Auto V,1874989023.0,25465235.0,1154832,7043,1133175,214064,2907,73.63,2021,Rockstar Games,2014-11-18,PS3,Action,7.01,9.27,0.97,4.14,21.4,79.0,37.0,2022.0,Good
853,Grand Theft Auto V,1874989023.0,25465235.0,1154832,7043,1133175,214064,2907,73.63,2021,Rockstar Games,2014-11-18,PS3,Action,7.01,9.27,0.97,4.14,21.4,97.0,79.0,2014.0,Excellent
854,Grand Theft Auto V,1874989023.0,25465235.0,1154832,7043,1133175,214064,2907,73.63,2021,Rockstar Games,2014-11-18,PS3,Action,7.01,9.27,0.97,4.14,21.4,96.0,78.0,2015.0,Excellent
855,Grand Theft Auto V,1874989023.0,25465235.0,1154832,7043,1133175,214064,2907,73.63,2021,Rockstar Games,2014-11-18,X360,Action,9.63,5.31,0.06,1.38,16.38,97.0,83.0,2013.0,Excellent
856,Grand Theft Auto V,1874989023.0,25465235.0,1154832,7043,1133175,214064,2907,73.63,2021,Rockstar Games,2014-11-18,X360,Action,9.63,5.31,0.06,1.38,16.38,81.0,27.0,2022.0,Great
858,Grand Theft Auto V,1874989023.0,25465235.0,1154832,7043,1133175,214064,2907,73.63,2021,Rockstar Games,2014-11-18,X360,Action,9.63,5.31,0.06,1.38,16.38,97.0,83.0,2014.0,Excellent
859,Grand Theft Auto V,1874989023.0,25465235.0,1154832,7043,1133175,214064,2907,73.63,2021,Rockstar Games,2014-11-18,X360,Action,9.63,5.31,0.06,1.38,16.38,79.0,37.0,2022.0,Good
860,Grand Theft Auto V,1874989023.0,25465235.0,1154832,7043,1133175,214064,2907,73.63,2021,Rockstar Games,2014-11-18,X360,Action,9.63,5.31,0.06,1.38,16.38,97.0,79.0,2014.0,Excellent
861,Grand Theft Auto V,1874989023.0,25465235.0,1154832,7043,1133175,214064,2907,73.63,2021,Rockstar Games,2014-11-18,X360,Action,9.63,5.31,0.06,1.38,16.38,96.0,78.0,2015.0,Excellent
862,Grand Theft Auto V,1874989023.0,25465235.0,1154832,7043,1133175,214064,2907,73.63,2021,Rockstar Games,2014-11-18,PS4,Action,3.8,5.81,0.36,2.02,11.98,97.0,83.0,2013.0,Excellent
863,Grand Theft Auto V,1874989023.0,25465235.0,1154832,7043,1133175,214064,2907,73.63,2021,Rockstar Games,2014-11-18,PS4,Action,3.8,5.81,0.36,2.02,11.98,81.0,27.0,2022.0,Great
865,Grand Theft Auto V,1874989023.0,25465235.0,1154832,7043,1133175,214064,2907,73.63,2021,Rockstar Games,2014-11-18,PS4,Action,3.8,5.81,0.36,2.02,11.98,97.0,83.0,2014.0,Excellent
866,Grand Theft Auto V,1874989023.0,25465235.0,1154832,7043,1133175,214064,2907,73.63,2021,Rockstar Games,2014-11-18,PS4,Action,3.8,5.81,0.36,2.02,11.98,79.0,37.0,2022.0,Good
867,Grand Theft Auto V,1874989023.0,25465235.0,1154832,7043,1133175,214064,2907,73.63,2021,Rockstar Games,2014-11-18,PS4,Action,3.8,5.81,0.36,2.02,11.98,97.0,79.0,2014.0,Excellent
868,Grand Theft Auto V,1874989023.0,25465235.0,1154832,7043,1133175,214064,2907,73.63,2021,Rockstar Games,2014-11-18,PS4,Action,3.8,5.81,0.36,2.02,11.98,96.0,78.0,2015.0,Excellent
869,Grand Theft Auto V,1874989023.0,25465235.0,1154832,7043,1133175,214064,2907,73.63,2021,Rockstar Games,2014-11-18,XOne,Action,2.66,2.01,0.0,0.41,5.08,97.0,83.0,2013.0,Excellent
870,Grand Theft Auto V,1874989023.0,25465235.0,1154832,7043,1133175,214064,2907,73.63,2021,Rockstar Games,2014-11-18,XOne,Action,2.66,2.01,0.0,0.41,5.08,81.0,27.0,2022.0,Great
872,Grand Theft Auto V,1874989023.0,25465235.0,1154832,7043,1133175,214064,2907,73.63,2021,Rockstar Games,2014-11-18,XOne,Action,2.66,2.01,0.0,0.41,5.08,97.0,83.0,2014.0,Excellent
873,Grand Theft Auto V,1874989023.0,25465235.0,1154832,7043,1133175,214064,2907,73.63,2021,Rockstar Games,2014-11-18,XOne,Action,2.66,2.01,0.0,0.41,5.08,79.0,37.0,2022.0,Good
874,Grand Theft Auto V,1874989023.0,25465235.0,1154832,7043,1133175,214064,2907,73.63,2021,Rockstar Games,2014-11-18,XOne,Action,2.66,2.01,0.0,0.41,5.08,97.0,79.0,2014.0,Excellent
875,Grand Theft Auto V,1874989023.0,25465235.0,1154832,7043,1133175,214064,2907,73.63,2021,Rockstar Games,2014-11-18,XOne,Action,2.66,2.01,0.0,0.41,5.08,96.0,78.0,2015.0,Excellent
876,Grand Theft Auto V,1874989023.0,25465235.0,1154832,7043,1133175,214064,2907,73.63,2021,Rockstar Games,2014-11-18,PC,Action,0.36,0.64,0.0,0.08,1.08,97.0,83.0,2013.0,Excellent
877,Grand Theft Auto V,1874989023.0,25465235.0,1154832,7043,1133175,214064,2907,73.63,2021,Rockstar Games,2014-11-18,PC,Action,0.36,0.64,0.0,0.08,1.08,81.0,27.0,2022.0,Great
879,Grand Theft Auto V,1874989023.0,25465235.0,1154832,7043,1133175,214064,2907,73.63,2021,Rockstar Games,2014-11-18,PC,Action,0.36,0.64,0.0,0.08,1.08,97.0,83.0,2014.0,Excellent
880,Grand Theft Auto V,1874989023.0,25465235.0,1154832,7043,1133175,214064,2907,73.63,2021,Rockstar Games,2014-11-18,PC,Action,0.36,0.64,0.0,0.08,1.08,79.0,37.0,2022.0,Good
881,Grand Theft Auto V,1874989023.0,25465235.0,1154832,7043,1133175,214064,2907,73.63,2021,Rockstar Games,2014-11-18,PC,Action,0.36,0.64,0.0,0.08,1.08,97.0,79.0,2014.0,Excellent
882,Grand Theft Auto V,1874989023.0,25465235.0,1154832,7043,1133175,214064,2907,73.63,2021,Rockstar Games,2014-11-18,PC,Action,0.36,0.64,0.0,0.08,1.08,96.0,78.0,2015.0,Excellent
883,Grand Theft Auto V,1874989023.0,25465235.0,1154832,7043,1133175,214064,2907,73.63,2021,Rockstar Games,2021-12-01,PS3,Action,7.01,9.27,0.97,4.14,21.4,97.0,83.0,2013.0,Excellent
884,Grand Theft Auto V,1874989023.0,25465235.0,1154832,7043,1133175,214064,2907,73.63,2021,Rockstar Games,2021-12-01,PS3,Action,7.01,9.27,0.97,4.14,21.4,81.0,27.0,2022.0,Great
886,Grand Theft Auto V,1874989023.0,25465235.0,1154832,7043,1133175,214064,2907,73.63,2021,Rockstar Games,2021-12-01,PS3,Action,7.01,9.27,0.97,4.14,21.4,97.0,83.0,2014.0,Excellent
887,Grand Theft Auto V,1874989023.0,25465235.0,1154832,7043,1133175,214064,2907,73.63,2021,Rockstar Games,2021-12-01,PS3,Action,7.01,9.27,0.97,4.14,21.4,79.0,37.0,2022.0,Good
888,Grand Theft Auto V,1874989023.0,25465235.0,1154832,7043,1133175,214064,2907,73.63,2021,Rockstar Games,2021-12-01,PS3,Action,7.01,9.27,0.97,4.14,21.4,97.0,79.0,2014.0,Excellent
889,Grand Theft Auto V,1874989023.0,25465235.0,1154832,7043,1133175,214064,2907,73.63,2021,Rockstar Games,2021-12-01,PS3,Action,7.01,9.27,0.97,4.14,21.4,96.0,78.0,2015.0,Excellent
